article_id,title,parsed_category,parsed_is_reply,independent_category,independent_is_reply,category_agree,reply_agree,both_agree,has_tag,in_whitelist
M.1448425426.A.4CD,[新聞] 新加坡第三季GDP增長大幅上修 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1609297229.A.D21,Re: [新聞] 三星正式宣布 LCD廠停產時間點無限期延後,新聞,True,新聞,True,True,True,True,True,True
M.1694738606.A.186,[新聞] 存股、抄底、做短線價差，誰賺得比較多？,新聞,False,新聞,False,True,True,True,True,True
M.1649409820.A.DA0,[情報] 生達1720、邦特4107 3月營收,情報,False,情報,False,True,True,True,True,True
M.1626930121.A.C82,[請益] 決定增資前都沒想過後果嗎?,請益,False,請益,False,True,True,True,True,True
M.1721379300.A.AFF,Re: [新聞] 台股重挫529點 金管會信心喊話：基本面尚 稱穩健 已刪文,新聞,True,新聞,True,True,True,True,True,True
M.1636438169.A.9C0,[閒聊] 2021/11/09 盤後閒聊,閒聊,False,閒聊,False,True,True,True,True,True
M.1684845583.A.7D4,[新聞] 別再瘋搶00679B了 現買等於「1年債息泡 湯」上午投資人忙做這件事,新聞,False,新聞,False,True,True,True,True,True
M.1609342707.A.93E,Re: [心得] 為了一千多元違約交割 請慎選券商,心得,True,心得,True,True,True,True,True,True
M.1620647353.A.886,Re: [情報] 華航最新訊息,情報,True,情報,True,True,True,True,True,True
M.1658023823.A.8EF,[新聞] 《百貨股》特力屋宜蘭展店 特力衝刺雙通 路,新聞,False,新聞,False,True,True,True,True,True
M.1644335801.A.C03,[請益] 這樣有比較開勳ㄇ 已刪文,請益,False,請益,False,True,True,True,True,True
M.1459237641.A.8D0,[標的] 可成2474 已刪文,標的,False,標的,False,True,True,True,True,True
M.1618198161.A.5D2,[其他] 請問海運的已反應會反應到什麼時候？,其他,False,其他,False,True,True,True,True,True
M.1626323507.A.A48,[心得] 台股一萬八 還是靠海運,心得,False,心得,False,True,True,True,True,True
M.1698231893.A.4F0,[情報] 3041 揚智 澄清媒體報導,情報,False,情報,False,True,True,True,True,True
M.1570089356.A.B4B,[新聞] 投資純網銀被騙？張兆順坦言不知金金分 離沒排除,新聞,False,新聞,False,True,True,True,True,True
M.1667264843.A.616,[新聞] 美期中選舉前夕 拜登矛頭指向石油企業 獲暴利,新聞,False,新聞,False,True,True,True,True,True
M.1622527968.A.CB6,[新聞]指揮中心公布新增262例本土、5例境外移入COVID-19個案，另有6,新聞,False,新聞,False,True,True,True,True,True
M.1584550907.A.7E2,[請益] 又熔斷了,請益,False,請益,False,True,True,True,True,True
M.1442125799.A.54B,[請益] 看盤軟體 已刪文,請益,False,請益,False,True,True,True,True,True
M.1555000703.A.7DC,Re: [請益] JG的課值得上嗎?,請益,True,請益,True,True,True,True,True,True
M.1647669122.A.3D6,[請益] 銀行借貸真有創造貨幣嗎？,請益,False,請益,False,True,True,True,True,True
M.1444053913.A.B1D,[新聞] 營收：F-貿聯(3665)9月營收8億1033萬元 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1490628077.A.E30,Re: [標的] [新聞]2548 華固 三大利多發威 已刪文,標的,True,標的,True,True,True,True,True,True
M.1721372289.A.E27,[情報] 0719 上市投信買賣超排行,情報,False,情報,False,True,True,True,True,True
M.1626722668.A.BF9,Re: [心得］歐美與亞洲貨櫃航運業（以長榮為例） 已刪文,未分類,True,未分類,True,True,True,True,False,False
M.1598318225.A.CED,[新聞] XOM慘遭道指除名 昔日市值龍頭如今落難,新聞,False,新聞,False,True,True,True,True,True
M.1640498561.A.57C,Re: [請益] 台灣有什麼領域世界第一的公司嗎？,請益,True,請益,True,True,True,True,True,True
M.1679133378.A.739,[標的] 2023餐飲觀光還有沒有戲？,標的,False,標的,False,True,True,True,True,True
M.1694765165.A.680,[情報] 0915 上市外資買賣超排行,情報,False,情報,False,True,True,True,True,True
M.1551009595.A.C86,[標的] 3017 奇鋐 已刪文,標的,False,標的,False,True,True,True,True,True
M.1585464339.A.E30,[新聞] 醫療手套恐爆全球缺貨潮 ! 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1442550487.A.DFC,Re: [新聞] 日本慘遭降評 安倍經濟學為何沒效？ 已刪文,新聞,True,新聞,True,True,True,True,True,True
M.1517034491.A.912,[標的] 2303聯電 已刪文,標的,False,標的,False,True,True,True,True,True
M.1612793614.A.1B5,Re: [新聞] 台積電年前發紅包？去年Q4配息上看每股3,新聞,True,新聞,True,True,True,True,True,True
M.1625983252.A.CBE,[新聞] 拜登簽署行政命令 促經濟競爭但未提海運 價,新聞,False,新聞,False,True,True,True,True,True
M.1506474792.A.998,[標的] 大立光  3008 小立光股期建在5265 已刪文,標的,False,標的,False,True,True,True,True,True
M.1462359340.A.E4E,Re: [請益] 能否推薦一個一生富足的技術分析大師 已刪文,請益,True,請益,True,True,True,True,True,True
M.1694059779.A.804,[請益] 韭菜小白買世界、鴻海個股輸ETF（附損益,請益,False,請益,False,True,True,True,True,True
M.1645423235.A.8C4,Re: [標的] 2618.Tw 長榮航 實質解封股 率先受惠,標的,True,標的,True,True,True,True,True,True
M.1734492264.A.ED9,Re: [新聞] 〈焦點股〉特斯拉飆漲逾6%激勵 亞光漲停,新聞,True,新聞,True,True,True,True,True,True
M.1616904557.A.F00,Re: [新聞] 台積電後誰是下一座神山？散戶押兩大家,新聞,True,新聞,True,True,True,True,True,True
M.1620903223.A.C81,[情報] 大洋-ky(5907)第1季財報,情報,False,情報,False,True,True,True,True,True
M.1714126527.A.5EE,[情報] 113/04/26 八大公股銀行買賣超排行,情報,False,情報,False,True,True,True,True,True
M.1666661630.A.3CB,[新聞] FT一篇報導 台積電ADR一度下殺6%,新聞,False,新聞,False,True,True,True,True,True
M.1661424157.A.D00,[新聞] 金融市場爛頭寸 明顯少了,新聞,False,新聞,False,True,True,True,True,True
M.1572715008.A.1A6,Re: [新聞] 台積電漲到3百元張忠謀：不意外有信心看漲,新聞,True,新聞,True,True,True,True,True,True
M.1637484288.A.86A,Re: [心得] Are you an Ape?,心得,True,心得,True,True,True,True,True,True
M.1720529309.A.940,[新聞] 獲利靚！遠傳6月稅後純益創近十年新高,新聞,False,新聞,False,True,True,True,True,True
M.1704106284.A.BD4,[心得] 2023年報檢討,心得,False,心得,False,True,True,True,True,True
M.1683128593.A.F9C,[新聞] 花旗策略師：企業財報優於預期 投資人樂 觀看待美股前景,新聞,False,新聞,False,True,True,True,True,True
M.1642144028.A.134,[情報] 0114 SCFI指數 5094.36 （-15.24）,情報,False,情報,False,True,True,True,True,True
M.1617708382.A.8E7,Re: [標的] 驊訊 6237 （綜合）,標的,True,標的,True,True,True,True,True,True
M.1582083950.A.FBD,[新聞] 《台北股市》盤中焦點股：聚積、博智、쀭,新聞,False,新聞,False,True,True,True,True,True
M.1718011532.A.3E0,[新聞] 每年200萬人想進輝達！碩士生年薪640萬 「超硬面試過程」曝,新聞,False,新聞,False,True,True,True,True,True
M.1653404013.A.331,[新聞] 「最懂航運的男人」顏益財：長榮、陽明 股價低估,新聞,False,新聞,False,True,True,True,True,True
M.1515197793.A.03F,[標的] 6462 神盾 已刪文,標的,False,標的,False,True,True,True,True,True
M.1598350661.A.4F1,Re: [標的] 宏捷科 8086 多,標的,True,標的,True,True,True,True,True,True
M.1547095097.A.332,[新聞] 三星於CES向目標客戶展示折疊式手機 普獲好評 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1571036337.A.BED,[標的] 5299 杰力  被低估的好公司,標的,False,標的,False,True,True,True,True,True
M.1601778136.A.2B1,[新聞] 公銀香港獵才,新聞,False,新聞,False,True,True,True,True,True
M.1570281106.A.AD5,[新聞] 訪旺宏電子蔡英文盛讚研發能力、照顧員工,新聞,False,新聞,False,True,True,True,True,True
M.1718086629.A.4B3,[情報] 1234 黑松 5月營收,情報,False,情報,False,True,True,True,True,True
M.1610635380.A.7A2,Re: [標的] 鴻海 轉型市值多,標的,True,標的,True,True,True,True,True,True
M.1660675833.A.915,[標的] 1435中福 還有機會跑？ 已刪文,標的,False,標的,False,True,True,True,True,True
M.1639013118.A.B4C,Re: [標的] 2618.TW 長榮航 多,標的,True,標的,True,True,True,True,True,True
M.1626225854.A.E2A,[請益] 阿榮回檔 36%了.... 已刪文,請益,False,請益,False,True,True,True,True,True
M.1584364259.A.8B2,[新聞] 國際金融：日本央行ETF購買目標加倍至12 兆日圓，惟未下調已是負值的利率,新聞,False,新聞,False,True,True,True,True,True
M.1732341944.A.767,[請益] Re: 航運還能買嗎,請益,False,請益,False,True,True,True,True,True
M.1438441251.A.6C5,[新聞] 加強監管 滬深交易所限制10帳戶交易 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1663420714.A.933,Re: [標的] 2603長榮 禮拜一如果直直崩 該如何處置？,標的,True,標的,True,True,True,True,True,True
M.1610951871.A.77C,[請益] 所得稅+股票,請益,False,請益,False,True,True,True,True,True
M.1560265524.A.757,[新聞] 東京威力科創停止向美黑名單上的中企供貨,新聞,False,新聞,False,True,True,True,True,True
M.1615862366.A.AFE,[標的] 零壹強勢整理多,標的,False,標的,False,True,True,True,True,True
M.1536737730.A.F65,饒舌歌詞改編形容最近盤勢 已刪文,未分類,False,未分類,False,True,True,True,False,False
M.1620886693.A.D36,Re: [標的] PINS Pinterest 短線,標的,True,標的,True,True,True,True,True,True
M.1636631395.A.5DF,[情報] 1111 上市櫃外資投信同買排行,情報,False,情報,False,True,True,True,True,True
M.1721615030.A.9F3,[新聞] 台積電基本面強勁 外資按讚世芯、日月光,新聞,False,新聞,False,True,True,True,True,True
M.1642762803.A.FB1,[情報] 2323中環取得台積電/長榮股票公告,情報,False,情報,False,True,True,True,True,True
M.1621223916.A.CD1,[標的] 聯亞3081 空,標的,False,標的,False,True,True,True,True,True
M.1442657102.A.7B8,[新聞] 融劵保證金成數調回90％？曾銘宗：先洽詢 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1731053552.A.F34,[新聞] 緯創營收／10月962.85億元、年增22.8% 手握輝達訂單看好今年 續揚,新聞,False,新聞,False,True,True,True,True,True
M.1588132512.A.34B,[心得] 大盤,心得,False,心得,False,True,True,True,True,True
M.1634032023.A.D68,[請益] 如何放空房地產這個產業？ 已刪文,請益,False,請益,False,True,True,True,True,True
M.1601746750.A.29E,[請益] all in vix財務自由的可能性？,請益,False,請益,False,True,True,True,True,True
M.1721142003.A.B31,[新聞] 面交現金代操股票 嘉義商人被騙1030萬,新聞,False,新聞,False,True,True,True,True,True
M.1704341671.A.A80,[新聞] 連鎖健身中心世界健身-KY今展開競拍,新聞,False,新聞,False,True,True,True,True,True
M.1550023513.A.F90,[標的] 宏達電 空 已刪文,標的,False,標的,False,True,True,True,True,True
M.1446206904.A.819,[新聞] F-廣華(1338)前三季EPS為6.59元 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1636083305.A.BE4,Re: [新聞] 傳3避險基金放空台股「航運面板暴漲暴跌 」 綠委要求證期局調查,新聞,True,新聞,True,True,True,True,True,True
M.1565176450.A.9B0,[新聞] 鈷價下跌，嘉能可計劃年底關閉位於剛果 的銅鈷礦,新聞,False,新聞,False,True,True,True,True,True
M.1436367216.A.B53,Re: [標的] 上証2X(多) 已刪文,標的,True,標的,True,True,True,True,True,True
M.1470299508.A.E99,[新聞] 徐三泰原訂昨開庭　法院接神秘電話請假 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1532007896.A.559,[新聞] 台積電營運不靠加密貨幣：7奈米下半年發 威 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1665797909.A.1B1,[心得] 日本經濟爛掉到底誰的錯?,心得,False,心得,False,True,True,True,True,True
M.1612568371.A.CFA,[標的] 美股 $API Clubhouse果粉多,標的,False,標的,False,True,True,True,True,True
M.1713511243.A.EF7,[新聞] 外資大賣台股857億 史上第二大！,新聞,False,新聞,False,True,True,True,True,True
M.1593264405.A.AAF,[新聞] 新光1號REITs清算案 未過關,新聞,False,新聞,False,True,True,True,True,True
M.1642878119.A.C84,Re: [請益] 抄底早抄晚抄哪個比較賺？,請益,True,請益,True,True,True,True,True,True
M.1535189156.A.68F,[標的] 1730 花仙子 已刪文,標的,False,標的,False,True,True,True,True,True
M.1433309573.A.1B2,[標的] 卜蜂1215 VS 大成1210 已刪文,標的,False,標的,False,True,True,True,True,True
M.1622194858.A.D9C,Re: [請益] 有沒有龍巖買不到的八卦,請益,True,請益,True,True,True,True,True,True
M.1591108523.A.9EC,[其他] 用excel建立投資回測（不會程式也可以）,其他,False,其他,False,True,True,True,True,True
M.1628835588.A.ADA,[新聞] 特斯拉近期面臨新挑戰 值得台灣供應鏈廠 商關注,新聞,False,新聞,False,True,True,True,True,True
M.1733902188.A.AB3,[情報] 113/12/11 櫃買法人及個股買賣超,情報,False,情報,False,True,True,True,True,True
M.1647181154.A.FB0,[公告] 03/13 處置名單：WhitePope,公告,False,公告,False,True,True,True,True,True
M.1629377801.A.274,[請益] 最近都睡不著怎麼辦？ 已刪文,請益,False,請益,False,True,True,True,True,True
M.1469191104.A.960,[其他] 105年07月22日信用交易統計 已刪文,其他,False,其他,False,True,True,True,True,True
M.1626231273.A.17B,[心得] 通膨數據可能需要再注意一下 ~,心得,False,心得,False,True,True,True,True,True
M.1717046390.A.26F,Re: [新聞] 84萬多名股東注意！聯電股東會紀念品出爐,新聞,True,新聞,True,True,True,True,True,True
M.1597999383.A.633,Re: [新聞] 快訊／台新金告贏財政部！,新聞,True,新聞,True,True,True,True,True,True
M.1563808737.A.506,[其他] 測驗你的病態賭博嚴重指數,其他,False,其他,False,True,True,True,True,True
M.1688813729.A.6D0,[標的] 電信股適合當保本然後穩定領息的標的嗎,標的,False,標的,False,True,True,True,True,True
M.1658316203.A.4D2,[情報] VinaCapital預測越南Q3 GDP成長10%,情報,False,情報,False,True,True,True,True,True
M.1529921930.A.DCC,[新聞] 台積電 7 奈米將吃高通驍龍 1000 平台訂 單，瞄準全時聯網筆電市場 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1496471110.A.8E6,[心得] 小魯蛇一路走來的心得 已刪文,心得,False,心得,False,True,True,True,True,True
M.1440348007.A.468,[標的] 佳格 已刪文,標的,False,標的,False,True,True,True,True,True
M.1651048159.A.7B4,[新聞] 上攻兩萬點仍有望 郭哲榮揭台股二大優勢 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1538051778.A.999,[其他] 107年09月27日信用交易統計 已刪文,其他,False,其他,False,True,True,True,True,True
M.1721136658.A.195,[情報]6111大宇資112年現金增資全體董事放棄認購,情報,False,情報,False,True,True,True,True,True
M.1686660552.A.9AD,[情報] 0613 上市櫃外資投信同買排行,情報,False,情報,False,True,True,True,True,True
M.1627906514.A.90C,[情報] 美國一公司告兩航商操控運價賺取暴利!,情報,False,情報,False,True,True,True,True,True
M.1643120820.A.560,[請益] 請問台股大盤的開盤價有夠不準的 已刪文,請益,False,請益,False,True,True,True,True,True
M.1597759892.A.80E,[新聞] 中共銀保監會主席：今年銀行壞帳或大增,新聞,False,新聞,False,True,True,True,True,True
M.1565871554.A.47E,[新聞] 台商回台飆破5484億,新聞,False,新聞,False,True,True,True,True,True
M.1437515257.A.E9E,Re: [請益] 大家覺得還會跌多久? 已刪文,請益,True,請益,True,True,True,True,True,True
M.1486615334.A.E77,[標的] 2498 宏達電 (短線多) 已刪文,標的,False,標的,False,True,True,True,True,True
M.1493122666.A.B93,[新聞] 富邦金估配息2元 周四敲定 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1612876493.A.1D2,[新聞]無重大競爭憂慮　德監管機關批准環球晶併 Siltronic,新聞,False,新聞,False,True,True,True,True,True
M.1440426915.A.436,[新聞] 台股續破底 外資8月撤出逾800億元 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1635900934.A.2B2,[新聞] 茂矽Q3純益季增3倍 每股賺0.61元,新聞,False,新聞,False,True,True,True,True,True
M.1574254738.A.18C,[其他] 11/20 集中市場三大法人買賣超前30名,其他,False,其他,False,True,True,True,True,True
M.1610765553.A.CCD,[新聞] 【獨家】大突破！康友千金過境台灣被逮 赴星團圓落跑董座黃文烈夢碎,新聞,False,新聞,False,True,True,True,True,True
M.1552440219.A.040,[標的] 3694海華 已刪文,標的,False,標的,False,True,True,True,True,True
M.1476840351.A.7D4,[其他] 2016年第三季全球PC出貨量成長率衰退幅 已刪文,其他,False,其他,False,True,True,True,True,True
M.1707814254.A.747,[新聞] 女股神公司10年慘賠143億美元 旗下這檔ET F遭列「摧毀財富」基金第三名,新聞,False,新聞,False,True,True,True,True,True
M.1713246028.A.760,[請益] 成交價金問題,請益,False,請益,False,True,True,True,True,True
M.1722824483.A.A71,[請益] 現在滿地鑽石，要買什麼股票==？ 已刪文,請益,False,請益,False,True,True,True,True,True
M.1664258837.A.C5B,[新聞] 突辭長榮國際董座　鄭深池：階段任務完 成、退出長榮經營權事務,新聞,False,新聞,False,True,True,True,True,True
M.1620827881.A.0C2,[心得] 是不是沒見過股災的人才會怕？,心得,False,心得,False,True,True,True,True,True
M.1512486175.A.D15,[標的] 緯創 3231 長多 已刪文,標的,False,標的,False,True,True,True,True,True
M.1540476253.A.9A8,[請益] 為什麼大家好像都賠不少? 已刪文,請益,False,請益,False,True,True,True,True,True
M.1576491130.A.205,[請益] 台積電現在上車來得及嗎? 已刪文,請益,False,請益,False,True,True,True,True,True
M.1603842485.A.C7C,[公告] bryan111129 ncc5566 kusomanfcu 水桶,公告,False,公告,False,True,True,True,True,True
